"staff","copy_id","date","super"
"447","37454","02 01 2024","Thompson, Macejkovic and Keebler"
"265","37455","02 01 2024","Ledner LLC"
"350","37456","02 01 2024","Jacobi Inc"
"335","37457","02 01 2024","Jakubowski Group"
"153","37458","02 01 2024","Reynolds - Schroeder"
"440","37459","02 01 2024","Dare LLC"
"267","37460","02 01 2024","Bradtke - Lang"
"470","37461","02 01 2024","Lind Inc"
"86","37462","02 01 2024","Nikolaus - Beer"
"286","37463","02 01 2024","Mohr, Aufderhar and Smitham"
"39","37464","02 01 2024","Rogahn Inc"
"179","37465","02 01 2024","Prohaska - Mayert"
"476","37466","02 01 2024","D'Amore LLC"
"92","37467","02 01 2024","Boehm, Gutkowski and Lowe"
"95","37468","02 01 2024","Leffler LLC"
"291","37469","02 01 2024","Crooks - Nicolas"
"422","37470","02 01 2024","Aufderhar LLC"
"380","37471","02 01 2024","Cole LLC"
"19","37472","02 01 2024","Armstrong and Sons"
"115","37473","02 01 2024","Kuphal and Sons"
"43","37474","02 01 2024","Ledner - Mohr"
"437","37475","02 01 2024","Ratke - Orn"
"432","37476","02 01 2024","Hahn - Volkman"
"57","37477","02 01 2024","Stroman - Hartmann"
"479","37478","02 01 2024","Blanda - Volkman"
"452","37479","02 01 2024","Ryan, Keeling and Hermann"
"6","37480","02 01 2024","Brekke - Aufderhar"
"356","37481","02 01 2024","Bechtelar, Lowe and Gibson"
"329","37482","02 01 2024","Effertz Group"
"9","37483","02 01 2024","Gibson - Kuhic"
"498","37484","02 01 2024","Kuhlman, Miller and Tillman"
"143","37485","02 01 2024","Spencer, Lebsack and Swift"
"252","37486","02 01 2024","Jacobs - Rowe"
"270","37487","02 01 2024","Padberg, Feeney and Schultz"
"318","37488","02 01 2024","Dietrich Inc"
"120","37489","02 01 2024","Franey Group"
"437","37490","02 01 2024","Kassulke, Harvey and White"
"59","37491","02 01 2024","Waters, Hane and Wilderman"
"341","37492","02 01 2024","Davis and Sons"
"323","37493","02 01 2024","Kling, Bayer and Mueller"
"37","37494","02 01 2024","Powlowski and Sons"
"92","37495","02 01 2024","Sauer, Kuhn and Bashirian"
"463","37496","02 01 2024","Pouros LLC"
"228","37497","02 01 2024","Ferry, Berge and Hickle"
"99","37498","02 01 2024","Schaefer, Skiles and Mertz"
"267","37499","02 01 2024","Kling LLC"
"462","37500","02 01 2024","Kunde, VonRueden and Williamson"
"311","37501","02 01 2024","Bechtelar Group"
"459","37502","02 01 2024","Prosacco Inc"
"212","37503","02 01 2024","Roberts - Huels"
"271","37504","02 01 2024","Greenholt Group"
"394","37505","02 01 2024","Boyer, Wilkinson and Botsford"
"297","37506","02 01 2024","Beatty - Krajcik"
"477","37507","02 01 2024","Becker - Connelly"
"109","37508","02 01 2024","Carter, Bednar and Klein"
"426","37509","02 01 2024","Turner - Zemlak"
"186","37510","02 01 2024","Johnson and Sons"
"55","37511","02 01 2024","McDermott Inc"
"178","37512","02 01 2024","Rutherford and Sons"
"288","37513","02 01 2024","Considine, Corkery and Cronin"
"412","37514","02 01 2024","Hills, Jenkins and Turner"
"446","37515","02 01 2024","Jast - Kris"
"444","37516","02 01 2024","Paucek LLC"
"403","37517","02 01 2024","Veum, Lesch and Kemmer"
"408","37518","02 01 2024","Thiel - Hamill"
"13","37519","02 01 2024","Altenwerth LLC"
"99","37520","02 01 2024","Gerlach and Sons"
"249","37521","02 01 2024","Bergstrom and Sons"
"413","37522","02 01 2024","White Group"
"112","37523","02 01 2024","Tromp, Purdy and McGlynn"
"414","37524","02 01 2024","Rippin Group"
"323","37525","02 01 2024","Schroeder Inc"
"416","37526","02 01 2024","Reichert LLC"
"186","37527","02 01 2024","Auer, Bosco and Schmitt"
"266","37528","02 01 2024","Connelly, Hagenes and Gutmann"
"98","37529","02 01 2024","Carroll - Nikolaus"
"357","37530","02 01 2024","Greenholt - Kiehn"
"2","37531","02 01 2024","Tromp - McClure"
"269","37532","02 01 2024","Heidenreich, Crona and Nienow"
"136","37533","02 01 2024","Murazik Inc"
"419","37534","02 01 2024","Collier - Hermiston"
"145","37535","02 01 2024","Moen - Schaden"
"338","37536","02 01 2024","Lakin Group"
"185","37537","02 01 2024","Kautzer and Sons"
"95","37538","02 01 2024","Carroll, Connelly and Tremblay"
"468","37539","02 01 2024","Buckridge - Pagac"
"485","37540","02 01 2024","Collier LLC"
"394","37541","02 01 2024","Leannon - Kohler"
"447","37542","02 01 2024","Jerde Group"
"170","37543","02 01 2024","Ward, Swaniawski and Robel"
"51","37544","02 01 2024","Weber - Kautzer"
"104","37545","02 01 2024","Ruecker - Stiedemann"
"50","37546","02 01 2024","Grimes, Bernier and Mante"
"329","37547","02 01 2024","Corkery, Kuhic and Dare"
"80","37548","02 01 2024","Parker Inc"
"50","37549","02 01 2024","Crist - Kozey"
"439","37550","02 01 2024","Jenkins - Huel"
"477","37551","02 01 2024","Abshire - Sanford"
"122","37552","02 01 2024","Stark Group"
"482","37553","02 01 2024","O'Conner LLC"
"283","37554","02 01 2024","Smitham, Schuppe and Tromp"
"148","37555","02 01 2024","Robel, Monahan and Dickens"
"288","37556","02 01 2024","Hintz Inc"
"96","37557","02 01 2024","Kreiger, Feest and Ernser"
"234","37558","02 01 2024","Lynch, Rippin and Jones"
"493","37559","02 01 2024","Ritchie, Gutmann and Green"
"40","37560","02 01 2024","Harber, Kunze and Jones"
"279","37561","02 01 2024","Bayer Group"
"360","37562","02 01 2024","Rippin, Gottlieb and Dickens"
"74","37563","02 01 2024","Friesen and Sons"
"474","37564","02 01 2024","Gleason, Bergnaum and DuBuque"
"271","37565","02 01 2024","Parisian, Kassulke and DuBuque"
"15","37566","02 01 2024","Sauer, Schroeder and Hickle"
"63","37567","02 01 2024","Rice - Hayes"
"109","37568","02 01 2024","Johnston - Lehner"
"187","37569","02 01 2024","Pouros - West"
"309","37570","02 01 2024","Ondricka - Leuschke"
"85","37571","02 01 2024","Roberts, Reichel and Orn"
"187","37572","02 01 2024","Streich LLC"
"488","37573","02 01 2024","Gutkowski - Wiegand"
"33","37574","02 01 2024","Kilback LLC"
"164","37575","02 01 2024","Robel, Torp and Schaden"
"287","37576","02 01 2024","Rempel LLC"
"244","37577","02 01 2024","Towne, Quitzon and Koch"
"300","37578","02 01 2024","Dach, Zboncak and Lindgren"
"192","37579","02 01 2024","Collins, Dibbert and Johnson"
"374","37580","02 01 2024","Schiller LLC"
"210","37581","02 01 2024","Vandervort LLC"
"443","37582","02 01 2024","Cummerata - Mraz"
"105","37583","02 01 2024","Ziemann LLC"
"426","37584","02 01 2024","Johnston - Luettgen"
"377","37585","02 01 2024","Greenholt Group"
"78","37586","02 01 2024","Haag, Welch and Cole"
"488","37587","02 01 2024","Donnelly LLC"
"353","37588","02 01 2024","Davis and Sons"
"83","37589","02 01 2024","Bashirian - McKenzie"
"280","37590","02 01 2024","Smith Group"
"487","37591","02 01 2024","Maggio, Koss and Wiegand"
"278","37592","02 01 2024","Rutherford - Considine"
"346","37593","02 01 2024","Koss LLC"
"212","37594","02 01 2024","Brekke, Schmidt and Mosciski"
"382","37595","02 01 2024","Muller - Quigley"
"13","37596","02 01 2024","Daugherty - Muller"
"416","37597","02 01 2024","Mayer - Mayer"
"59","37598","02 01 2024","Witting, Lehner and Kling"
"227","37599","02 01 2024","Berge - Pfannerstill"
"286","37600","02 01 2024","Morar - Lehner"
"105","37601","02 01 2024","Moen - Mraz"
"75","37602","02 01 2024","Vandervort, Stark and Paucek"
"131","37603","02 01 2024","O'Hara LLC"
"206","37604","02 01 2024","Windler and Sons"
"65","37605","02 01 2024","Will LLC"
"223","37606","02 01 2024","O'Conner LLC"
"278","37607","02 01 2024","Kohler - Waters"
"34","37608","02 01 2024","Macejkovic - Bartoletti"
"145","37609","02 01 2024","Roob - Langosh"
"240","37610","02 01 2024","Tillman - Weimann"
"108","37611","02 01 2024","Bartell, Botsford and Haley"
"31","37612","02 01 2024","Hermiston and Sons"
"217","37613","02 01 2024","Gislason - Langworth"
"455","37614","02 01 2024","Stiedemann, Hartmann and Witting"
"428","37615","02 01 2024","Breitenberg - Rippin"
"431","37616","02 01 2024","Purdy Group"
"357","37617","02 01 2024","Daugherty Inc"
"249","37618","02 01 2024","Mante, Kunze and Klein"
"375","37619","02 01 2024","Sipes - Wiegand"
"210","37620","02 01 2024","Krajcik Group"
"232","37621","02 01 2024","Boyle Inc"
"76","37622","02 01 2024","Lindgren Inc"
"74","37623","02 01 2024","Orn, Lueilwitz and Rolfson"
"139","37624","02 01 2024","Abernathy - Block"
"62","37625","02 01 2024","Kuphal, Kohler and O'Conner"
"383","37626","02 01 2024","McDermott - Stehr"
"71","37627","02 01 2024","Von, Kozey and Parisian"
"285","37628","02 01 2024","Sawayn - Stanton"
"77","37629","02 01 2024","Douglas Group"
"250","37630","02 01 2024","King, Fisher and Kemmer"
"445","37631","02 01 2024","Graham - Kerluke"
"465","37632","02 01 2024","Koss LLC"
"27","37633","02 01 2024","Hamill - Gorczany"
"113","37634","02 01 2024","Lowe - Fadel"
"257","37635","02 01 2024","Medhurst - Beer"
"362","37636","02 01 2024","Wiza - Roberts"
"329","37637","02 01 2024","Muller, Gerhold and Schiller"
"159","37638","02 01 2024","Lakin - Kirlin"
"348","37639","02 01 2024","Hills, Anderson and White"
"14","37640","02 01 2024","Schulist LLC"
"426","37641","02 01 2024","Weber LLC"
"212","37642","02 01 2024","Williamson Group"
"473","37643","02 01 2024","Ondricka - Leannon"
"190","37644","02 01 2024","Kautzer - Gerlach"
"230","37645","02 01 2024","Gleichner, Johns and Kling"
"70","37646","02 01 2024","Cummings - Upton"
"472","37647","02 01 2024","Cartwright Inc"
"141","37648","02 01 2024","Will, Thompson and Shields"
"112","37649","02 01 2024","Paucek LLC"
"237","37650","02 01 2024","Murazik - Bosco"
"113","37651","02 01 2024","Hettinger - Oberbrunner"
"33","37652","02 01 2024","Rogahn, Sauer and Kris"
"399","37653","02 01 2024","Fritsch, Sporer and Strosin"
"182","37654","02 01 2024","Williamson, Jerde and Lynch"
"494","37655","02 01 2024","Grimes LLC"
"447","37656","02 01 2024","Koelpin - Fritsch"
"16","37657","02 01 2024","McDermott, Prosacco and Langosh"
"439","37658","02 01 2024","Stroman, Kihn and Jones"
"334","37659","02 01 2024","Rogahn LLC"
"238","37660","02 01 2024","Howell and Sons"
"349","37661","02 01 2024","MacGyver, Schuster and Hodkiewicz"
"370","37662","02 01 2024","Nader LLC"
"379","37663","02 01 2024","Gibson - Lueilwitz"
"23","37664","02 01 2024","Cartwright and Sons"
"429","37665","02 01 2024","Goyette LLC"
"379","37666","02 01 2024","McKenzie - Langosh"
"230","37667","02 01 2024","Cremin, Wyman and Lebsack"
"314","37668","02 01 2024","Gorczany - Stanton"
"105","37669","02 01 2024","Dickens LLC"
"287","37670","02 01 2024","Jones LLC"
"410","37671","02 01 2024","Shields, Wilkinson and McClure"
"16","37672","02 01 2024","Pagac Inc"
"276","37673","02 01 2024","Witting Group"
"367","37674","02 01 2024","Weimann Inc"
"278","37675","02 01 2024","Vandervort - Sipes"
"100","37676","02 01 2024","Erdman Inc"
"339","37677","02 01 2024","Yundt, Jast and Bauch"
"362","37678","02 01 2024","Huel - Yundt"
"482","37679","02 01 2024","Murray LLC"
"267","37680","02 01 2024","Hickle LLC"
"218","37681","02 01 2024","Thompson - Mills"
"310","37682","02 01 2024","Haley - Denesik"
"440","37683","02 01 2024","Barrows Group"
"40","37684","02 01 2024","Steuber - Bednar"
"91","37685","02 01 2024","MacGyver, Barrows and Hickle"
"403","37686","02 01 2024","Zieme Inc"
"346","37687","02 01 2024","Tromp and Sons"
"228","37688","02 01 2024","Streich, Konopelski and Kassulke"
"443","37689","02 01 2024","Mraz, Tremblay and Quitzon"
"153","37690","02 01 2024","Wolf, Marks and Fadel"
"265","37691","02 01 2024","Toy - Prosacco"
"419","37692","02 01 2024","Auer - Schmeler"
"339","37693","02 01 2024","Jones, Flatley and Bogisich"
"477","37694","02 01 2024","Emard Inc"
"15","37695","02 01 2024","Brekke and Sons"
"267","37696","02 01 2024","Erdman, Hoeger and Auer"
"440","37697","02 01 2024","Rowe - Lehner"
"227","37698","02 01 2024","Kihn - Braun"
"68","37699","02 01 2024","Kulas - Abbott"
"276","37700","02 01 2024","Kunde, Corkery and Wiegand"
"120","37701","02 01 2024","Collier - Shields"
"108","37702","02 01 2024","Champlin Inc"
"254","37703","02 01 2024","Daniel and Sons"
"33","37704","02 01 2024","Hyatt, Kuhn and Schultz"
"359","37705","02 01 2024","Crooks, Lueilwitz and Schinner"
"288","37706","02 01 2024","Sauer, Gerhold and Volkman"
"163","37707","02 01 2024","Murphy and Sons"
"461","37708","02 01 2024","Kirlin Inc"
"154","37709","02 01 2024","Dickens Group"
"122","37710","02 01 2024","Bailey - Hintz"
"154","37711","02 01 2024","Runolfsson - Sawayn"
"69","37712","02 01 2024","Schimmel, Heller and Davis"
"434","37713","02 01 2024","Leffler - Mohr"
"485","37714","02 01 2024","Rippin - Moore"
"473","37715","02 01 2024","McCullough, Hamill and Collier"
"325","37716","02 01 2024","Feil - Schumm"
"402","37717","02 01 2024","Hahn, Hamill and Koch"
"99","37718","02 01 2024","McClure - King"
"383","37719","02 01 2024","Bergnaum - Sanford"
"53","37720","02 01 2024","Gleason LLC"
"237","37721","02 01 2024","Bernhard Inc"
"75","37722","02 01 2024","Schuppe LLC"
"493","37723","02 01 2024","Goodwin, Prosacco and Spinka"
"338","37724","02 01 2024","Sawayn Inc"
"47","37725","02 01 2024","Stehr - Lockman"
"181","37726","02 01 2024","Fay - Marquardt"
"136","37727","02 01 2024","Hammes Inc"
"202","37728","02 01 2024","Yundt - Quitzon"
"204","37729","02 01 2024","Lind, Collier and Reynolds"
"460","37730","02 01 2024","Ernser, Lang and O'Reilly"
"490","37731","02 01 2024","Brekke - Stamm"
"422","37732","02 01 2024","Von, Cole and Buckridge"
"477","37733","02 01 2024","Kuhn Group"
"385","37734","02 01 2024","Pacocha - Kunde"
"252","37735","02 01 2024","Block - O'Kon"
"136","37736","02 01 2024","Glover - Terry"
"21","37737","02 01 2024","Sanford LLC"
"355","37738","02 01 2024","Pagac, Rohan and Medhurst"
"373","37739","02 01 2024","Jaskolski - Streich"
"110","37740","02 01 2024","Kovacek - Romaguera"
"297","37741","02 01 2024","Aufderhar - Dach"
"136","37742","02 01 2024","Schoen LLC"
"308","37743","02 01 2024","Kiehn - Rohan"
"20","37744","02 01 2024","Douglas, Huel and Kozey"
"363","37745","02 01 2024","Upton Group"
"29","37746","02 01 2024","Rau, Cronin and Feil"
"215","37747","02 01 2024","Bradtke - Murray"
"68","37748","02 01 2024","Rempel - Weber"
"234","37749","02 01 2024","Schamberger, Koepp and Larkin"
"93","37750","02 01 2024","Bechtelar, Harvey and Roob"
"150","37751","02 01 2024","Fahey Inc"
"211","37752","02 01 2024","Hickle Group"
"361","37753","02 01 2024","Crona LLC"
"405","37754","02 01 2024","Kunde LLC"
"481","37755","02 01 2024","Fahey - Anderson"
"344","37756","02 01 2024","Welch and Sons"
"437","37757","02 01 2024","Hermiston - Keeling"
"159","37758","02 01 2024","O'Reilly, Flatley and Schinner"
"180","37759","02 01 2024","Spencer, Casper and Ferry"
"257","37760","02 01 2024","Dickens, Christiansen and Collins"
"52","37761","02 01 2024","Franey - Turcotte"
"314","37762","02 01 2024","Orn and Sons"
"99","37763","02 01 2024","Reichel, Goldner and Sipes"
"162","37764","02 01 2024","Mitchell LLC"
"39","37765","02 01 2024","Okuneva Group"
"146","37766","02 01 2024","Mosciski - Okuneva"
"388","37767","02 01 2024","Corwin, Tillman and Reinger"
"372","37768","02 01 2024","Watsica and Sons"
"19","37769","02 01 2024","Rempel - Erdman"
"459","37770","02 01 2024","Tromp - Romaguera"
"270","37771","02 01 2024","Rau - Gleason"
"407","37772","02 01 2024","Murazik - Shields"
"498","37773","02 01 2024","Heidenreich, Gleason and Wiza"
"196","37774","02 01 2024","Metz and Sons"
"156","37775","02 01 2024","Bayer, Wyman and McDermott"
"10","37776","02 01 2024","Brekke, Schuppe and Pagac"
"243","37777","02 01 2024","Predovic Group"
"231","37778","02 01 2024","Mitchell, Wolf and Johnson"
"372","37779","02 01 2024","Johnson LLC"
"106","37780","02 01 2024","Leannon, Little and Kling"
"322","37781","02 01 2024","Medhurst - Beatty"
"445","37782","02 01 2024","Schmidt - Buckridge"
"49","37783","02 01 2024","Haag, Gusikowski and Huels"
"485","37784","02 01 2024","Purdy, Daugherty and Armstrong"
"169","37785","02 01 2024","Medhurst and Sons"
"124","37786","02 01 2024","Mayert - Armstrong"
"392","37787","02 01 2024","Shanahan, Kirlin and Kreiger"
"361","37788","02 01 2024","Mueller - Larson"
"461","37789","02 01 2024","Gleason - Runolfsdottir"
"237","37790","02 01 2024","Yundt and Sons"
"371","37791","02 01 2024","Mayer, Weissnat and Morissette"
"160","37792","02 01 2024","Kirlin, Boyle and Lang"
"288","37793","02 01 2024","Purdy Group"
"487","37794","02 01 2024","Wolf Group"
"138","37795","02 01 2024","Fritsch Inc"
"328","37796","02 01 2024","Walsh Group"
"24","37797","02 01 2024","Romaguera LLC"
"147","37798","02 01 2024","Mayer - Ziemann"
"322","37799","02 01 2024","Shields, Rowe and Paucek"
"172","37800","02 01 2024","Moore - Hammes"
"327","37801","02 01 2024","Zboncak, Bins and Wilkinson"
"140","37802","02 01 2024","Moore Inc"
"429","37803","02 01 2024","Turcotte - Dickens"
"130","37804","02 01 2024","Volkman Group"
"116","37805","02 01 2024","Crist, Gottlieb and Marvin"
"268","37806","02 01 2024","Schmeler - Lang"
"86","37807","02 01 2024","Wehner, Osinski and Streich"
"414","37808","02 01 2024","Zemlak - Hilll"
"163","37809","02 01 2024","Trantow - Greenholt"
"446","37810","02 01 2024","Feil, Zemlak and VonRueden"
"109","37811","02 01 2024","Swift, Johnson and Buckridge"
"428","37812","02 01 2024","Brown, Pfeffer and Greenholt"
"490","37813","02 01 2024","Johns, Murazik and Jones"
"156","37814","02 01 2024","Nitzsche - Ebert"
"75","37815","02 01 2024","Lockman, Hackett and King"
"330","37816","02 01 2024","Bernier - Upton"
"8","37817","02 01 2024","Corwin and Sons"
"206","37818","02 01 2024","Heller Inc"
"292","37819","02 01 2024","Bogan LLC"
"456","37820","02 01 2024","Harris and Sons"
"414","37821","02 01 2024","Gleason - Thompson"
"357","37822","02 01 2024","Berge LLC"
"430","37823","02 01 2024","Zulauf, Bergstrom and O'Connell"
"42","37824","02 01 2024","Schuster Inc"
"495","37825","02 01 2024","Wintheiser, Rodriguez and Jast"
"144","37826","02 01 2024","Dach, Bartoletti and Sporer"
"257","37827","02 01 2024","Strosin - Nader"
"16","37828","02 01 2024","Bartoletti LLC"
"114","37829","02 01 2024","Kuvalis, Bashirian and Durgan"
"306","37830","02 01 2024","Weber Group"
"353","37831","02 01 2024","Hermann - Watsica"
"187","37832","02 01 2024","O'Kon - Rau"
"300","37833","02 01 2024","Macejkovic, Reichert and Weber"
"335","37834","02 01 2024","Fay Group"
"58","37835","02 01 2024","Veum LLC"
"26","37836","02 01 2024","Hauck - Stehr"
"475","37837","02 01 2024","Rutherford Inc"
"327","37838","02 01 2024","Grimes - Lind"
"31","37839","02 01 2024","Wintheiser, Heidenreich and Collier"
"167","37840","02 01 2024","Ernser, Murazik and Jacobi"
"24","37841","02 01 2024","Sanford, Frami and Parker"
"60","37842","02 01 2024","Fisher, Ondricka and Wyman"
"493","37843","02 01 2024","Hagenes - Dach"
"10","37844","02 01 2024","VonRueden, Dach and Wunsch"
"174","37845","02 01 2024","Bergstrom - Schaefer"
"455","37846","02 01 2024","Stark Inc"
"354","37847","02 01 2024","Gleason LLC"
"254","37848","02 01 2024","Fritsch LLC"
"375","37849","02 01 2024","Reilly, Daugherty and Runolfsdottir"
"426","37850","02 01 2024","Schuster Inc"
"236","37851","02 01 2024","Klein - Greenholt"
"167","37852","02 01 2024","Heller, Krajcik and Toy"
"100","37853","02 01 2024","Schumm - Stokes"
"466","37854","02 01 2024","Hettinger, Bode and Marks"
"314","37855","02 01 2024","Schoen, Casper and Baumbach"
"318","37856","02 01 2024","Bergstrom, Jaskolski and Schmitt"
"120","37857","02 01 2024","Schowalter LLC"
"471","37858","02 01 2024","Corwin and Sons"
"84","37859","02 01 2024","Turner - Greenfelder"
"484","37860","02 01 2024","Welch - Marvin"
"232","37861","02 01 2024","Hahn - Reilly"
"161","37862","02 01 2024","Erdman and Sons"
"284","37863","02 01 2024","Hackett - Homenick"
"384","37864","02 01 2024","Yundt Group"
"215","37865","02 01 2024","Okuneva and Sons"
"121","37866","02 01 2024","Batz, Robel and Robel"
"248","37867","02 01 2024","Hirthe, Mills and Schmidt"
"195","37868","02 01 2024","Carter - Gislason"
"131","37869","02 01 2024","Dach and Sons"
"160","37870","02 01 2024","Quigley, Leffler and Corwin"
"178","37871","02 01 2024","Barton, Larson and Stokes"
"484","37872","02 01 2024","Herman - Bogan"
"196","37873","02 01 2024","Friesen - Franecki"
"29","37874","02 01 2024","Bartoletti, O'Kon and Ward"
"417","37875","02 01 2024","Kuphal Inc"
"418","37876","02 01 2024","Lockman, Gibson and Mertz"
"451","37877","02 01 2024","Funk - Dickens"
"26","37878","02 01 2024","Halvorson Inc"
"221","37879","02 01 2024","Borer - Sauer"
"201","37880","02 01 2024","Abernathy - Grimes"
"253","37881","02 01 2024","Fisher - Anderson"
"248","37882","02 01 2024","Smith, Howell and Klocko"
"451","37883","02 01 2024","Goldner - Powlowski"
"85","37884","02 01 2024","Heidenreich - Hahn"
"199","37885","02 01 2024","Gutkowski, MacGyver and Dickinson"
"81","37886","02 01 2024","Macejkovic, Balistreri and Lubowitz"
"153","37887","02 01 2024","Marks, Beer and Harvey"
"87","37888","02 01 2024","Wunsch, Wehner and Stamm"
"381","37889","02 01 2024","Walsh - Bechtelar"
"32","37890","02 01 2024","Bode, Schaden and Kris"
"323","37891","02 01 2024","Cormier - Hartmann"
"395","37892","02 01 2024","Kessler - Toy"
"404","37893","02 01 2024","Macejkovic Group"
"303","37894","02 01 2024","Schmitt LLC"
"414","37895","02 01 2024","Von LLC"
"220","37896","02 01 2024","Adams Inc"
"102","37897","02 01 2024","Hansen LLC"
"157","37898","02 01 2024","Glover, Kilback and Mertz"
"242","37899","02 01 2024","Windler, Reichel and Morar"
"80","37900","02 01 2024","Pfeffer, Gottlieb and Champlin"
"283","37901","02 01 2024","Jones Group"
"32","37902","02 01 2024","Sporer, Von and Feil"
"460","37903","02 01 2024","Hessel, Muller and Wehner"
"117","37904","02 01 2024","O'Keefe - Mante"
"435","37905","02 01 2024","Grady, Von and Satterfield"
"309","37906","02 01 2024","Schmidt LLC"
"174","37907","02 01 2024","Pagac and Sons"
"313","37908","02 01 2024","Pollich - Streich"
"305","37909","02 01 2024","Tromp Inc"
"139","37910","02 01 2024","Cassin LLC"
"2","37911","02 01 2024","Champlin and Sons"
"338","37912","02 01 2024","Macejkovic, Hessel and Grant"
"457","37913","02 01 2024","Lakin Inc"
"80","37914","02 01 2024","Reynolds, Davis and Cruickshank"
"169","37915","02 01 2024","Bechtelar, Kuvalis and Leuschke"
"349","37916","02 01 2024","Herman - Hintz"
"414","37917","02 01 2024","Wunsch LLC"
"154","37918","02 01 2024","Zemlak, Heidenreich and Torphy"
"249","37919","02 01 2024","Abbott, Aufderhar and Gorczany"
"360","37920","02 01 2024","Rodriguez and Sons"
"407","37921","02 01 2024","McDermott, Aufderhar and Welch"
"366","37922","02 01 2024","Pollich Inc"
"236","37923","02 01 2024","Witting - Harris"
"270","37924","02 01 2024","Lehner, Nader and Schulist"
"252","37925","02 01 2024","Bayer - Yost"
"385","37926","02 01 2024","Fahey, Bergnaum and Ruecker"
"27","37927","02 01 2024","Mayer, Little and Langosh"
"206","37928","02 01 2024","Kshlerin - Jacobs"
"458","37929","02 01 2024","Cormier - Rodriguez"
"155","37930","02 01 2024","Gerhold Inc"
"321","37931","02 01 2024","McClure, Wintheiser and Hilll"
"447","37932","02 01 2024","Yost - Abbott"
"89","37933","02 01 2024","Kuhic, Jones and Gleason"
"416","37934","02 01 2024","Gleason - Lynch"
"161","37935","02 01 2024","Block, Nader and O'Connell"
"255","37936","02 01 2024","Cassin, Reichert and Jacobson"
"174","37937","02 01 2024","Moore - Sporer"
"463","37938","02 01 2024","Kuhlman LLC"
"460","37939","02 01 2024","Kilback LLC"
"110","37940","02 01 2024","Marks - Rodriguez"
"14","37941","02 01 2024","Wiegand Group"
"363","37942","02 01 2024","Crooks - Tillman"
"444","37943","02 01 2024","Ebert - Larson"
"374","37944","02 01 2024","Botsford, Romaguera and Parker"
"484","37945","02 01 2024","Murazik - Keeling"
"295","37946","02 01 2024","Kulas LLC"
"315","37947","02 01 2024","Brown - Aufderhar"
"449","37948","02 01 2024","Smith - Shanahan"
"200","37949","02 01 2024","Littel Inc"
"39","37950","02 01 2024","Mueller, Bauch and Stiedemann"
"149","37951","02 01 2024","Collier Group"
"179","37952","02 01 2024","Schmeler LLC"
"31","37953","02 01 2024","Stoltenberg, Pouros and Homenick"
"253","37954","02 01 2024","Kihn Inc"
"124","37955","02 01 2024","O'Reilly - Lind"
"312","37956","02 01 2024","Schamberger, Waelchi and Heidenreich"
"455","37957","02 01 2024","Shields - Mills"
"263","37958","02 01 2024","Watsica Group"
"141","37959","02 01 2024","Hoeger Group"
"30","37960","02 01 2024","Ratke, Heller and Macejkovic"
"135","37961","02 01 2024","Thompson LLC"
"61","37962","02 01 2024","Schimmel Inc"
"281","37963","02 01 2024","Simonis - McKenzie"
"242","37964","02 01 2024","Purdy, Corwin and Lehner"
"226","37965","02 01 2024","Huels Inc"
"93","37966","02 01 2024","Kling and Sons"
"274","37967","02 01 2024","Glover, Gislason and Schowalter"
"259","37968","02 01 2024","Durgan - Flatley"
"254","37969","02 01 2024","Abshire Inc"
"239","37970","02 01 2024","Ryan Inc"
"426","37971","02 01 2024","Greenfelder, Kirlin and Farrell"
"346","37972","02 01 2024","Kovacek, Tromp and DuBuque"
"149","37973","02 01 2024","Swaniawski Group"
"307","37974","02 01 2024","Stroman Inc"
"395","37975","02 01 2024","Walter, Fay and Blanda"
"185","37976","02 01 2024","Glover - Ernser"
"248","37977","02 01 2024","Ledner, Schoen and Oberbrunner"
"82","37978","02 01 2024","Muller, Harber and Bode"
"342","37979","02 01 2024","Christiansen Inc"
"173","37980","02 01 2024","Fahey - Upton"
"37","37981","02 01 2024","Ziemann, Tremblay and Orn"
"171","37982","02 01 2024","Stoltenberg Group"
"368","37983","02 01 2024","Hand and Sons"
"183","37984","02 01 2024","Feeney Group"
"195","37985","02 01 2024","Bauch LLC"
"52","37986","02 01 2024","Quigley Group"
"103","37987","02 01 2024","Hayes - Rosenbaum"
"454","37988","02 01 2024","Rice and Sons"
"379","37989","02 01 2024","Will LLC"
"437","37990","02 01 2024","Brakus and Sons"
"424","37991","02 01 2024","Lind LLC"
"321","37992","02 01 2024","Considine Group"
"390","37993","02 01 2024","Kutch, Hammes and Quitzon"
"66","37994","02 01 2024","Kuhn, Upton and Armstrong"
"358","37995","02 01 2024","Spencer - Price"
"330","37996","02 01 2024","Hammes and Sons"
"102","37997","02 01 2024","Herzog - Bayer"
"152","37998","02 01 2024","Pacocha Inc"
"251","37999","02 01 2024","Jacobson Group"
"134","38000","02 01 2024","Koch - Zemlak"
"74","38001","02 01 2024","Kirlin and Sons"
"353","38002","02 01 2024","Bauch - Dooley"
"379","38003","02 01 2024","Bernhard Group"
"435","38004","02 01 2024","Turcotte, Hauck and Roob"
"339","38005","02 01 2024","Stark and Sons"
"484","38006","02 01 2024","Skiles, Pfannerstill and Gorczany"
"182","38007","02 01 2024","Cormier - Schmeler"
"125","38008","02 01 2024","Hilll LLC"
"296","38009","02 01 2024","Maggio, Kutch and Daniel"
